num,Number,Fruit,x,y,z
30,0,Apple Braeburn,-67.37493054,24.43953265,-50.30433833
31,0,Apple Braeburn,-68.61556695,24.2217802,-49.53752323
32,0,Apple Braeburn,-67.84291965,24.83441007,-49.65936637
33,0,Apple Braeburn,-3.132815823,-43.69523429,-83.84326432
34,0,Apple Braeburn,-68.58985502,25.4289057,-49.53637911
35,0,Apple Braeburn,-72.89448939,23.00636917,-54.43015603
36,0,Apple Braeburn,-74.58533474,22.78338187,-54.30616387
37,0,Apple Braeburn,-74.52295654,20.97648153,-54.0334459
38,0,Apple Braeburn,-74.30723826,22.87479672,-53.97446574
39,0,Apple Braeburn,-73.79148773,23.07432113,-53.87800368
40,0,Apple Braeburn,-74.35318285,24.35911346,-53.70640525
41,0,Apple Braeburn,-73.16410029,25.14574191,-53.32048537
42,0,Apple Braeburn,-74.02724149,25.5953667,-52.20890216
43,0,Apple Braeburn,-72.94860428,26.53398298,-50.47834285
44,0,Apple Braeburn,-4.797801847,-44.1011322,-82.47887376
45,0,Apple Braeburn,-73.29939302,27.55690945,-50.36918014
46,0,Apple Braeburn,-72.60663928,28.48460551,-49.08482446
47,0,Apple Braeburn,-71.45922833,30.6064231,-48.31003569
48,0,Apple Braeburn,-71.37823396,30.72528777,-40.72197371
49,0,Apple Braeburn,-70.81801505,33.89607663,-46.9348405
50,0,Apple Braeburn,-69.2277873,35.31246523,-44.84741305
51,0,Apple Braeburn,-63.22920413,44.32199675,-46.85687092
52,0,Apple Braeburn,-61.47902564,46.72800064,-45.05294331
53,0,Apple Braeburn,-61.62375463,48.91108194,-43.50527083
54,0,Apple Braeburn,-60.09837371,52.23374498,-40.8753382
55,0,Apple Braeburn,-8.064031421,-44.19492492,-82.36929581
56,0,Apple Braeburn,-59.85536272,53.69173052,-40.67990937
57,0,Apple Braeburn,-57.90273855,57.38830543,-38.11591277
58,0,Apple Braeburn,-57.73220031,59.67317038,-35.70676065
59,0,Apple Braeburn,-55.84117163,61.95599989,-34.44885227
60,0,Apple Braeburn,-54.30372715,64.70263062,-32.89672078
61,0,Apple Braeburn,-52.13514727,67.69510709,-30.1097443
62,0,Apple Braeburn,-50.84025758,70.53955056,-30.2959969
63,0,Apple Braeburn,-48.47078736,74.70163696,-27.495909
64,0,Apple Braeburn,-45.88888919,77.32404821,-25.76150899
65,0,Apple Braeburn,-45.50962403,78.90193772,-27.35875668
66,0,Apple Braeburn,-10.45217032,-43.29367567,-80.78988397
67,0,Apple Braeburn,-43.84854623,82.08499944,-25.77225101
68,0,Apple Braeburn,-40.64471302,85.29564788,-23.4572854
69,0,Apple Braeburn,-37.86838012,88.39498075,-22.05156088
70,0,Apple Braeburn,-34.34588218,91.87713886,-20.34569975
71,0,Apple Braeburn,-31.72370316,94.67211444,-18.06113909
72,0,Apple Braeburn,-22.84257257,103.5554951,-20.62724624
73,0,Apple Braeburn,-24.31605078,98.60673022,-15.70009436
74,0,Apple Braeburn,-15.4293924,108.7697587,-17.08053789
75,0,Apple Braeburn,-13.67931726,110.1490051,-17.2015239
76,0,Apple Braeburn,-8.430052288,113.7366253,-15.30689583
77,0,Apple Braeburn,-13.35165924,-42.97901241,-79.89419802
78,0,Apple Braeburn,-4.562974269,116.8232612,-14.29616902
79,0,Apple Braeburn,-0.298312509,117.8319592,-12.98860477
80,0,Apple Braeburn,-0.439824122,115.3938658,-14.90901788
81,0,Apple Braeburn,4.14097051,116.7377687,-13.81861099
82,0,Apple Braeburn,7.893376547,118.3988883,-12.86158335
83,0,Apple Braeburn,11.09151351,121.2168355,-9.799517247
84,0,Apple Braeburn,13.66134382,120.6302112,-8.994202154
85,0,Apple Braeburn,18.90647729,122.8304086,-8.625027448
86,0,Apple Braeburn,21.59330662,123.3974305,-7.285804237
87,0,Apple Braeburn,27.07312005,125.3953797,-5.851197617
88,0,Apple Braeburn,-15.29057169,-42.57155766,-78.67559396
89,0,Apple Braeburn,30.34454121,126.6329933,-6.61561669
90,0,Apple Braeburn,35.20840312,128.243401,-4.395960909
91,0,Apple Braeburn,39.56054682,130.3301813,-12.13850723
92,0,Apple Braeburn,45.12998487,131.0922793,-11.05256982
93,0,Apple Braeburn,48.40511326,131.6108259,-11.40851156
94,0,Apple Braeburn,54.11587082,132.1822486,-11.21555036
95,0,Apple Braeburn,58.1870523,132.4744468,-11.34504705
96,0,Apple Braeburn,63.6135128,131.9277965,-11.48925168
97,0,Apple Braeburn,59.97550523,126.7869277,-7.271131275
98,0,Apple Braeburn,64.03946897,126.9900182,-6.331505264
99,0,Apple Braeburn,-18.76286839,-41.98690617,-78.00839867
100,0,Apple Braeburn,67.94661826,127.6993743,-7.81899642
101,0,Apple Braeburn,72.99760563,126.9586568,-7.252104943
102,0,Apple Braeburn,74.96357367,126.5465133,-9.245617931
103,0,Apple Braeburn,78.17657807,127.5164551,-17.18886623
104,0,Apple Braeburn,80.84897121,126.5904238,-17.63401242
105,0,Apple Braeburn,86.22486169,125.9440415,-16.11848341
106,0,Apple Braeburn,89.23679506,126.6822299,-17.57031706
107,0,Apple Braeburn,93.55154339,126.7874494,-17.82524665
108,0,Apple Braeburn,95.34224076,124.917305,-18.93162549
109,0,Apple Braeburn,99.47249079,124.0595376,-18.3379355
110,0,Apple Braeburn,-20.92960506,-40.35346243,-76.4244556
111,0,Apple Braeburn,28.48425508,-49.21332541,-79.23301605
112,0,Apple Braeburn,101.6730301,123.3639893,-19.12071364
113,0,Apple Braeburn,106.0504507,122.808785,-18.71620721
114,0,Apple Braeburn,107.3452603,119.8524895,-19.32871513
115,0,Apple Braeburn,106.6363782,113.6313993,-13.91906968
116,0,Apple Braeburn,106.4509193,111.8947172,-15.73417886
117,0,Apple Braeburn,109.896235,110.6150773,-13.59057105
118,0,Apple Braeburn,111.5808097,109.1524879,-14.88822011
119,0,Apple Braeburn,113.914252,106.8125179,-12.98131838
120,0,Apple Braeburn,115.0541593,105.3593505,-13.3205055
121,0,Apple Braeburn,118.6742855,104.7909787,-11.96729027
122,0,Apple Braeburn,-24.39094483,-39.94799472,-75.62596591
123,0,Apple Braeburn,119.856827,101.8055968,-13.07589513
124,0,Apple Braeburn,127.3943032,98.05005966,-1.013467877
125,0,Apple Braeburn,135.9785116,103.6171738,-11.02477044
126,0,Apple Braeburn,139.9317642,102.028493,-9.941013155
127,0,Apple Braeburn,140.3765099,99.50486039,-9.741681302
128,0,Apple Braeburn,143.599702,96.28902551,-9.102171926
129,0,Apple Braeburn,142.7446918,93.29194257,-10.40581188
130,0,Apple Braeburn,146.7318153,90.77826805,-8.711367707
131,0,Apple Braeburn,143.1050405,83.81941782,-1.423667685
132,0,Apple Braeburn,145.6438416,81.92720478,-1.024896009
133,0,Apple Braeburn,-26.63110277,-38.57025383,-73.63625478
134,0,Apple Braeburn,146.1846654,77.4328774,-1.937644533
135,0,Apple Braeburn,147.6504491,74.69127579,-1.237640145
136,0,Apple Braeburn,148.6272457,71.94141778,-1.93932617
137,0,Apple Braeburn,150.7774137,68.76392846,-1.946699991
138,0,Apple Braeburn,146.6173172,65.49210714,-14.79068267
139,0,Apple Braeburn,145.1155119,55.7331886,-7.617046744
140,0,Apple Braeburn,146.0377668,52.6339939,-8.082260522
141,0,Apple Braeburn,148.7313658,49.24891141,-8.151337033
142,0,Apple Braeburn,147.0056857,45.25668867,-10.03093941
143,0,Apple Braeburn,148.5340186,42.23064574,-9.757236393
144,0,Apple Braeburn,-30.41675261,-37.06207159,-73.02493514
145,0,Apple Braeburn,149.1875018,38.4062451,-10.72080504
146,0,Apple Braeburn,151.4449221,36.10036528,-11.39786921
147,0,Apple Braeburn,151.2040916,32.09673053,-12.59655829
148,0,Apple Braeburn,147.8760942,20.70674049,-3.86737591
149,0,Apple Braeburn,148.116429,17.68555624,-5.637293733
150,0,Apple Braeburn,149.3357006,14.39189146,-6.968508588
151,0,Apple Braeburn,140.3732485,13.65032488,-21.23996446
152,0,Apple Braeburn,141.0230203,10.0875798,-22.23567771
153,0,Apple Braeburn,140.7346257,7.14416622,-24.5187136
154,0,Apple Braeburn,141.9163664,4.602830008,-25.83736272
155,0,Apple Braeburn,-31.89078063,-35.1151293,-70.97688102
156,0,Apple Braeburn,133.6688562,-7.140143334,-19.35573901
157,0,Apple Braeburn,135.0596445,-9.689571986,-18.33749083
158,0,Apple Braeburn,133.9525597,-11.45976877,-21.4478692
159,0,Apple Braeburn,133.6355979,-13.08456937,-21.72732665
160,0,Apple Braeburn,132.0017061,-15.09801108,-23.8779573
161,0,Apple Braeburn,133.4151406,-17.02102014,-23.39349249
162,0,Apple Braeburn,130.0991223,-19.84702897,-24.53004857
163,0,Apple Braeburn,130.30282,-22.03761132,-24.63543443
164,0,Apple Braeburn,129.1633448,-22.82847395,-25.18486406
165,0,Apple Braeburn,129.5644539,-25.1455714,-25.16642139
166,0,Apple Braeburn,-36.65904598,-34.40669112,-70.08638539
167,0,Apple Braeburn,127.515209,-25.36580436,-25.20415021
168,0,Apple Braeburn,112.9614586,-28.59773043,-26.14401888
169,0,Apple Braeburn,109.9534445,-32.98650816,-26.01451984
170,0,Apple Braeburn,111.0714424,-33.90727969,-25.07496125
171,0,Apple Braeburn,110.4252388,-32.05783673,-25.77419314
172,0,Apple Braeburn,108.6524371,-29.21080796,-24.9805834
173,0,Apple Braeburn,109.2309786,-29.66943936,-23.85907505
174,0,Apple Braeburn,107.6876507,-34.3258361,-23.58155764
175,0,Apple Braeburn,95.2994607,-35.47628425,-24.29449009
176,0,Apple Braeburn,94.04348743,-34.87492788,-23.90028025
177,0,Apple Braeburn,-38.66986953,-32.27257475,-68.86930138
178,0,Apple Braeburn,94.25983308,-34.79624895,-23.10273422
179,0,Apple Braeburn,98.70914184,-23.1287195,-33.57651978
180,0,Apple Braeburn,93.9181232,-34.17011676,-23.68284022
181,0,Apple Braeburn,91.16857359,-34.45451808,-24.61944758
182,0,Apple Braeburn,92.38346336,-33.08698072,-22.90776237
183,0,Apple Braeburn,97.96068293,-20.07870777,-32.68462195
184,0,Apple Braeburn,92.66178169,-31.1230384,-22.20995706
185,0,Apple Braeburn,91.81838905,-26.61898164,-23.13409875
186,0,Apple Braeburn,93.23670837,-24.76031619,-20.59345524
187,0,Apple Braeburn,91.92961229,-25.02257957,-21.26294957
188,0,Apple Braeburn,-43.13481378,-32.0923082,-66.71761856
189,0,Apple Braeburn,92.17047629,-25.07702982,-20.57299711
190,0,Apple Braeburn,91.19431492,-24.98486256,-20.67134073
191,0,Apple Braeburn,84.66816831,-20.08768151,-31.19957734
192,0,Apple Braeburn,83.4406164,-19.72295915,-31.27740982
193,0,Apple Braeburn,84.58481506,-18.96816202,-30.65684567
194,0,Apple Braeburn,81.92375843,-18.3593188,-31.33148768
195,0,Apple Braeburn,86.26236225,-21.37932631,-32.29531663
196,0,Apple Braeburn,85.44412825,-21.59392523,-33.17026597
197,0,Apple Braeburn,85.68868824,-20.94547523,-32.2492195
198,0,Apple Braeburn,84.68516817,-21.23927769,-33.23834717
199,0,Apple Braeburn,-44.1032453,-31.27809038,-66.51176988
200,0,Apple Braeburn,95.60066604,-13.05620805,-30.22526091
201,0,Apple Braeburn,84.21468209,-20.71983601,-34.3828682
202,0,Apple Braeburn,84.48720204,-21.18675082,-34.92968971
203,0,Apple Braeburn,83.98227871,-20.87445604,-36.02345297
204,0,Apple Braeburn,84.64207298,-21.51684082,-36.90170105
205,0,Apple Braeburn,83.08667035,-23.03822551,-38.31320569
206,0,Apple Braeburn,84.46157232,-24.05277909,-39.56089365
207,0,Apple Braeburn,82.64994936,-24.08693707,-42.1375572
208,0,Apple Braeburn,83.812381,-25.40937629,-42.64392042
209,0,Apple Braeburn,82.06986705,-26.09338137,-45.17407929
210,0,Apple Braeburn,-48.10094649,-29.3580657,-65.83113994
211,0,Apple Braeburn,83.48471285,-26.04126856,-46.24889744
212,0,Apple Braeburn,82.30575994,-27.01206925,-49.80376667
213,0,Apple Braeburn,83.48145655,-27.35558476,-51.25277722
214,0,Apple Braeburn,82.12428783,-28.15406141,-54.09616717
215,0,Apple Braeburn,82.72759402,-28.37331588,-55.26610402
216,0,Apple Braeburn,77.85968922,-34.61477668,-47.34386033
217,0,Apple Braeburn,82.7408524,-31.48798453,-60.61705472
218,0,Apple Braeburn,68.68393992,-33.39613636,-65.19899995
219,0,Apple Braeburn,70.19801371,-38.43688709,-68.16597762
220,0,Apple Braeburn,67.555805,-38.27395608,-70.5267381
221,0,Apple Braeburn,-49.53243203,-26.9634852,-65.05785917
222,0,Apple Braeburn,24.80804368,-50.52648473,-79.61490374
223,0,Apple Braeburn,67.14969829,-39.89243764,-72.11960597
224,0,Apple Braeburn,65.20640678,-39.30584175,-74.25147793
225,0,Apple Braeburn,61.31204482,-38.71903484,-75.59901952
226,0,Apple Braeburn,61.85312482,-42.08779672,-78.81042642
227,0,Apple Braeburn,58.87778912,-43.25288423,-80.86304497
228,0,Apple Braeburn,57.75478317,-44.4107906,-81.00293031
229,0,Apple Braeburn,55.13190125,-45.55494393,-82.40346346
230,0,Apple Braeburn,53.64370774,-46.62390454,-82.52045788
231,0,Apple Braeburn,49.84400588,-48.58340321,-83.1151932
232,0,Apple Braeburn,53.012276,-38.31518785,-90.05105596
233,0,Apple Braeburn,-47.03430335,-23.85335114,-60.70643819
234,0,Apple Braeburn,44.25854175,-48.12286519,-82.83719326
235,0,Apple Braeburn,43.97708178,-49.41671016,-84.38206599
236,0,Apple Braeburn,39.13580981,-50.68274041,-84.60179106
237,0,Apple Braeburn,37.27767915,-51.27992647,-84.21543958
238,0,Apple Braeburn,33.20440328,-51.57515395,-83.62098939
239,0,Apple Braeburn,30.330374,-51.49496039,-83.00415714
240,0,Apple Braeburn,25.93203971,-51.80453381,-82.74998443
241,0,Apple Braeburn,24.06340866,-52.30561615,-80.8550359
242,0,Apple Braeburn,28.33551245,-48.81949464,-79.62938029
243,0,Apple Braeburn,27.74415006,-49.46252326,-80.98177452
244,0,Apple Braeburn,-49.14652297,-21.54428544,-59.46515942
245,0,Apple Braeburn,13.28689185,-53.10838769,-79.4617219
246,0,Apple Braeburn,-35.7013885,29.35208476,97.57952784
247,0,Apple Braeburn,41.44273239,-83.25146114,1.399109738
248,0,Apple Braeburn,42.79186601,-83.28685168,5.568704155
249,0,Apple Braeburn,32.5785201,-89.63534819,9.074906766
250,0,Apple Braeburn,35.28934453,-88.77099773,13.04335257
251,0,Apple Braeburn,35.45199186,-88.32370771,16.85355553
252,0,Apple Braeburn,37.92979183,-86.76300403,22.12886385
253,0,Apple Braeburn,38.21358479,-85.20134732,26.58687029
254,0,Apple Braeburn,41.02296424,-84.77669438,30.93422089
255,0,Apple Braeburn,40.87338474,-83.81282157,35.28633814
256,0,Apple Braeburn,31.78108855,-91.92309526,44.82614019
257,0,Apple Braeburn,-16.42361386,27.56439908,74.81518136
258,0,Apple Braeburn,44.63735983,-80.73133001,46.27201351
259,0,Apple Braeburn,46.93561873,-79.30107521,51.13346499
260,0,Apple Braeburn,47.71766825,-78.86223065,56.19005669
261,0,Apple Braeburn,39.7015133,-87.39930363,63.44416989
262,0,Apple Braeburn,50.15013385,-76.74024365,64.97877145
263,0,Apple Braeburn,53.33594561,-74.7152593,74.31118971
264,0,Apple Braeburn,45.42913068,-84.41077755,81.47127655
265,0,Apple Braeburn,45.83130219,-83.54038946,84.30241745
266,0,Apple Braeburn,48.73866441,-82.32474789,88.37179082
267,0,Apple Braeburn,48.96902058,-82.63448651,90.88744289
268,0,Apple Braeburn,-13.24504841,28.33744222,93.65355337
269,0,Apple Braeburn,51.58036693,-81.44342884,94.37164801
270,0,Apple Braeburn,57.69116461,-69.30570614,78.6539026
271,0,Apple Braeburn,55.3177051,-79.15082564,99.76410357
272,0,Apple Braeburn,55.853876,-78.68102874,101.0843637
273,0,Apple Braeburn,58.8455341,-78.0897293,104.7956878
274,0,Apple Braeburn,64.15042393,-66.61596795,87.38955934
275,0,Apple Braeburn,66.24135703,-66.33348146,88.88510318
276,0,Apple Braeburn,62.61186548,-77.03291113,107.2789936
277,0,Apple Braeburn,65.81117514,-75.47484933,108.1936515
278,0,Apple Braeburn,66.57589714,-75.98021865,107.7826594
279,0,Apple Braeburn,-13.01694735,27.26285294,91.45697192
280,0,Apple Braeburn,68.90675795,-76.40591185,108.4359044
281,0,Apple Braeburn,68.50252436,-77.38458004,107.0568926
282,0,Apple Braeburn,74.61281002,-79.74593491,107.5173551
283,0,Apple Braeburn,76.95740346,-79.57304212,106.3592712
284,0,Apple Braeburn,77.31377317,-80.01579282,104.1700856
285,0,Apple Braeburn,78.83213206,-80.79217885,102.3469637
286,0,Apple Braeburn,79.60106499,-81.6744234,100.3375872
287,0,Apple Braeburn,81.12258234,-82.22920421,98.69817142
288,0,Apple Braeburn,81.17335207,-82.79438168,95.191389
289,0,Apple Braeburn,83.23436793,-83.62257748,93.39052323
290,0,Apple Braeburn,-5.948402706,33.47172627,77.60167899
291,0,Apple Braeburn,82.36735273,-84.63707484,90.23222224
292,0,Apple Braeburn,83.95063711,-85.98345274,87.57502877
293,0,Apple Braeburn,83.13600447,-87.07922403,83.46821014
294,0,Apple Braeburn,84.15939788,-86.95261458,80.9943401
295,0,Apple Braeburn,83.81891853,-87.24946075,76.77504176
296,0,Apple Braeburn,84.58405667,-88.17324824,73.12763421
297,0,Apple Braeburn,84.11268859,-89.31538187,68.98634067
298,0,Apple Braeburn,85.13054196,-90.41593287,65.80955787
299,0,Apple Braeburn,71.54969032,-100.399482,57.50177114
300,0,Apple Braeburn,72.23573354,-100.6941067,53.00294208
301,0,Apple Braeburn,-5.217600014,33.8595049,78.49536355
302,0,Apple Braeburn,70.6515946,-100.2534331,49.14903302
303,0,Apple Braeburn,71.31898454,-99.78714207,46.32490986
304,0,Apple Braeburn,68.06675033,-99.79220308,40.41740901
305,0,Apple Braeburn,68.75202035,-99.65879694,38.37042572
306,0,Apple Braeburn,66.15693768,-99.63670229,33.92893954
307,0,Apple Braeburn,65.64241091,-99.03083816,31.16392923
308,0,Apple Braeburn,62.65700295,-98.71399957,26.85438776
309,0,Apple Braeburn,61.48218595,-98.49565269,23.11960225
310,0,Apple Braeburn,58.2504226,-98.50678067,19.71336579
311,0,Apple Braeburn,56.51823661,-99.0715247,17.1539594
312,0,Apple Braeburn,-2.965639973,34.05850448,79.53181709
313,0,Apple Braeburn,52.65023262,-98.46392633,14.34704028
314,0,Apple Braeburn,50.327628,-98.7645353,12.37876547
315,0,Apple Braeburn,46.47865229,-98.0586328,8.995725835
316,0,Apple Braeburn,43.9373537,-98.15922875,6.709611774
317,0,Apple Braeburn,39.60881587,-97.59508372,3.097415963
318,0,Apple Braeburn,36.34990484,-97.23432584,1.775744681
319,0,Apple Braeburn,20.73094422,-98.85763569,-3.947132062
320,0,Apple Braeburn,17.91091018,-97.95579794,-5.28169699
321,0,Apple Braeburn,12.98986972,-96.91494162,-7.607672715
322,0,Apple Braeburn,10.58328443,-97.08095967,-8.737871603
323,0,Apple Braeburn,-2.720636011,33.36554779,79.71587816
324,0,Apple Braeburn,6.202087489,-95.14031536,-11.57816646
325,0,Apple Braeburn,2.810423395,-93.74905829,-12.6518388
326,0,Apple Braeburn,-1.523020353,-92.56420477,-13.88141362
327,0,Apple Braeburn,-3.829001554,-91.74893683,-15.53775022
328,0,Apple Braeburn,-8.315543026,-90.09422297,-16.41360366
329,0,Apple Braeburn,-10.61278703,-88.45305911,-16.99090098
330,0,Apple Braeburn,-27.09223335,-88.11867452,-20.76274936
331,0,Apple Braeburn,-29.50591446,-86.99806971,-21.05350221
332,0,Apple Braeburn,-33.13165899,-86.14738297,-22.32162946
333,0,Apple Braeburn,-34.5013758,-84.72589912,-22.73358482
334,0,Apple Braeburn,-0.248994074,34.56678404,81.56326909
335,0,Apple Braeburn,-38.81335475,-84.09569228,-24.15564889
336,0,Apple Braeburn,-53.9304269,-81.89312436,-24.8467339
337,0,Apple Braeburn,-57.38983779,-80.67666761,-25.74825772
338,0,Apple Braeburn,-59.11570313,-78.95589687,-26.5151659
339,0,Apple Braeburn,-62.25278856,-77.58666551,-26.78614731
340,0,Apple Braeburn,-63.74151384,-77.11100488,-26.84777178
341,0,Apple Braeburn,-67.19676256,-76.02538479,-26.97891068
342,0,Apple Braeburn,-80.92904204,-73.15437877,-26.1197031
343,0,Apple Braeburn,-84.63802086,-71.55286062,-27.1968784
344,0,Apple Braeburn,-85.23049512,-71.01843946,-27.27761652
345,0,Apple Braeburn,0.631345267,33.52272542,80.41367346
346,0,Apple Braeburn,-87.89833911,-70.34879519,-27.20928048
347,0,Apple Braeburn,-89.18007476,-68.08453904,-27.24016171
348,0,Apple Braeburn,-91.35934339,-67.89159626,-27.39161998
349,0,Apple Braeburn,-91.81137499,-66.26279798,-27.66174514
350,0,Apple Braeburn,-93.67078375,-65.26085395,-27.73907983
351,0,Apple Braeburn,-107.8459878,-63.0945429,-24.39791059
352,0,Apple Braeburn,-109.7120653,-62.45756486,-24.52069424
353,0,Apple Braeburn,-109.8990852,-61.78591865,-24.20496997
354,0,Apple Braeburn,-111.4281486,-62.38467419,-24.93952724
355,0,Apple Braeburn,-124.103865,-55.24324985,-20.54942683
356,0,Apple Braeburn,3.051100056,33.30138881,81.76821059
357,0,Apple Braeburn,-33.37510381,28.23214318,96.93311915
358,0,Apple Braeburn,-126.457627,-55.16821736,-20.599359
359,0,Apple Braeburn,-126.9790267,-55.48347864,-19.80624791
360,0,Apple Braeburn,-127.6780765,-55.32286503,-19.24380618
361,0,Apple Braeburn,-127.0711359,-55.28683051,-18.35064627
362,0,Apple Braeburn,-128.09405,-57.4507446,-17.4564137
363,0,Apple Braeburn,-140.9748742,-47.97898839,-11.26568813
364,0,Apple Braeburn,-142.2224765,-49.61483602,-12.35536255
365,0,Apple Braeburn,-141.4144245,-51.4261899,-10.71306991
366,0,Apple Braeburn,-142.6277985,-52.76927609,-10.01890791
367,0,Apple Braeburn,-141.022378,-52.50304155,-9.204926565
368,0,Apple Braeburn,4.798714922,34.27969221,101.7119721
369,0,Apple Braeburn,-142.8053166,-53.11167642,-8.431872902
370,0,Apple Braeburn,-141.4222668,-52.31723735,-7.450367118
371,0,Apple Braeburn,-144.3167914,-49.88322493,-5.945199956
372,0,Apple Braeburn,-128.3471079,-52.83824729,-8.500767466
373,0,Apple Braeburn,-129.9727867,-51.03671747,-6.829151521
374,0,Apple Braeburn,-129.5120092,-48.20283011,-5.648843241
375,0,Apple Braeburn,-130.5436285,-45.9794951,-4.967036071
376,0,Apple Braeburn,-130.709897,-44.75391203,-3.99779142
377,0,Apple Braeburn,-131.7465056,-42.84405107,-2.504997325
378,0,Apple Braeburn,-130.9666774,-40.51761728,-1.770645074
379,0,Apple Braeburn,13.07439131,41.07026581,86.54263792
380,0,Apple Braeburn,-131.7897365,-38.68325987,-0.566723184
381,0,Apple Braeburn,-131.7208292,-36.12782899,0.508381636
382,0,Apple Braeburn,-132.7992921,-34.60338633,1.435465143
383,0,Apple Braeburn,-131.5315533,-31.86116714,0.688548197
384,0,Apple Braeburn,-121.327673,-32.76535511,-1.8014415
385,0,Apple Braeburn,-121.3026264,-30.59572421,-0.648124041
386,0,Apple Braeburn,-122.0938396,-28.22746273,0.484681362
387,0,Apple Braeburn,-121.6660924,-24.92475489,1.57402689
388,0,Apple Braeburn,-122.1288139,-23.38614696,1.671201639
389,0,Apple Braeburn,-120.6295536,-21.71597642,2.617020213
390,0,Apple Braeburn,13.5058627,41.53932517,87.93509959
391,0,Apple Braeburn,-120.7612579,-18.77199535,3.277939713
392,0,Apple Braeburn,-119.5822568,-17.71883839,3.467681409
393,0,Apple Braeburn,-108.864494,-16.22285572,0.846249861
394,0,Apple Braeburn,-107.6438917,-13.87142566,2.098857081
395,0,Apple Braeburn,-107.6697572,-11.31089583,2.526608373
396,0,Apple Braeburn,-105.3991209,-9.681853396,3.298367271
397,0,Apple Braeburn,-106.7400505,-8.532117474,2.418615299
398,0,Apple Braeburn,-105.2257492,-7.24171586,3.773608129
399,0,Apple Braeburn,-104.2031166,-3.843339146,3.964577982
400,0,Apple Braeburn,-101.9998172,-0.872507872,4.242517845
401,0,Apple Braeburn,17.67995962,42.09768491,87.67294873
402,0,Apple Braeburn,-101.3138727,0.821411027,4.320289587
403,0,Apple Braeburn,-100.1523776,3.354345707,4.441048697
404,0,Apple Braeburn,-100.4191948,4.193990451,3.990527196
405,0,Apple Braeburn,-99.19494781,5.591382341,3.870779688
406,0,Apple Braeburn,-99.37969221,7.402840577,3.667011695
407,0,Apple Braeburn,-98.06916544,9.201482067,4.968197557
408,0,Apple Braeburn,-98.29250881,10.78011447,4.279772042
409,0,Apple Braeburn,-97.40892216,11.11611853,5.291927868
410,0,Apple Braeburn,-98.95877214,12.22221501,5.335982324
411,0,Apple Braeburn,-97.86508725,13.61733568,6.502333171
412,0,Apple Braeburn,18.50001703,41.28889598,87.46683776
413,0,Apple Braeburn,-103.5708868,9.517203275,4.832764522
414,0,Apple Braeburn,-102.6017778,10.14416008,5.816094664
415,0,Apple Braeburn,-104.1221163,10.53994522,6.957674966
416,0,Apple Braeburn,-99.3635403,18.27485165,10.64539006
417,0,Apple Braeburn,-101.0799611,18.50179876,10.83673355
418,0,Apple Braeburn,-100.6776685,18.57471511,11.57965588
419,0,Apple Braeburn,-101.2067677,18.92333722,11.5696336
420,0,Apple Braeburn,-101.1292895,20.22402919,13.81761938
421,0,Apple Braeburn,-99.59320926,19.5258594,-3.146136052
422,0,Apple Braeburn,-98.70537934,21.75405797,-1.696305334
423,0,Apple Braeburn,22.68739747,40.7185156,108.4993681
424,0,Apple Braeburn,-100.5344965,22.70872738,-0.269393978
425,0,Apple Braeburn,-99.47654049,25.11784102,2.043166932
426,0,Apple Braeburn,-100.4293135,26.15965177,2.843878367
