num,Number,Fruit,x,y,z
96,0,Apple Braeburn,81.68101,25.76011,17.113398
97,0,Apple Braeburn,72.2848,20.609116,4.716219
98,0,Apple Braeburn,74.99314,27.172485,-5.2126236
99,0,Apple Braeburn,-10.9246025,21.195621,-16.414804
100,0,Apple Braeburn,65.23205,21.108704,-6.667412
101,0,Apple Braeburn,59.7008,23.20144,4.3925133
102,0,Apple Braeburn,64.71651,32.75825,0.5313695
103,0,Apple Braeburn,78.210304,37.290665,7.6384807
104,0,Apple Braeburn,69.85351,34.93606,15.715875
105,0,Apple Braeburn,83.58748,41.757244,21.538658
106,0,Apple Braeburn,83.65959,53.374065,24.970001
107,0,Apple Braeburn,72.39862,47.831146,24.254803
108,0,Apple Braeburn,80.74978,51.591354,11.707358
109,0,Apple Braeburn,73.71628,60.715324,16.689783
110,0,Apple Braeburn,-17.179924,22.278034,-27.525475
111,0,Apple Braeburn,-33.30924,21.802792,27.27602
112,0,Apple Braeburn,-14.598781,-148.0837,54.946846
113,0,Apple Braeburn,65.78121,72.53856,-25.89876
114,0,Apple Braeburn,64.764046,50.50049,12.895433
115,0,Apple Braeburn,80.60965,51.0209,-7.194096
116,0,Apple Braeburn,77.06035,61.310383,-1.919304
117,0,Apple Braeburn,68.47118,50.648636,-2.1789582
118,0,Apple Braeburn,63.788445,61.75032,-2.0291398
119,0,Apple Braeburn,38.610703,-113.66237,30.111843
120,0,Apple Braeburn,-35.963795,-4.2900705,60.099125
121,0,Apple Braeburn,67.69243,46.767097,-15.271554
122,0,Apple Braeburn,-15.32204,10.443539,-31.816368
123,0,Apple Braeburn,67.6368,58.87462,-15.38784
124,0,Apple Braeburn,62.93236,42.015446,-32.010937
125,0,Apple Braeburn,50.663822,50.421387,-10.715322
126,0,Apple Braeburn,47.302265,52.403625,-22.3007
127,0,Apple Braeburn,50.438206,50.584213,2.560493
128,0,Apple Braeburn,48.077404,39.252483,-18.751963
129,0,Apple Braeburn,43.345314,36.896923,-8.316606
130,0,Apple Braeburn,35.77801,42.067463,-16.712017
131,0,Apple Braeburn,42.911625,66.90944,-12.708226
132,0,Apple Braeburn,34.74252,58.603046,-16.04252
133,0,Apple Braeburn,-14.296223,1.1092771,-21.940681
134,0,Apple Braeburn,39.969944,58.63572,-3.7064452
135,0,Apple Braeburn,38.271313,46.879158,-0.6557871
136,0,Apple Braeburn,29.28516,51.79506,-6.061046
137,0,Apple Braeburn,28.104788,45.607998,4.712806
138,0,Apple Braeburn,21.688095,40.92805,-8.190443
139,0,Apple Braeburn,35.196117,68.28132,5.2583165
140,0,Apple Braeburn,27.869291,69.45879,-3.7325518
141,0,Apple Braeburn,8.180839,55.123447,23.929928
142,0,Apple Braeburn,18.78007,60.985664,-10.637019
143,0,Apple Braeburn,19.815498,59.014683,1.5248277
144,0,Apple Braeburn,-3.5926564,19.986979,-28.699194
145,0,Apple Braeburn,14.03306,51.095745,8.20866
146,0,Apple Braeburn,22.98963,57.237995,14.052071
147,0,Apple Braeburn,12.531673,62.98418,13.236502
148,0,Apple Braeburn,23.399612,73.13046,16.390108
149,0,Apple Braeburn,18.212303,79.15395,8.013803
150,0,Apple Braeburn,10.999706,77.797585,17.222866
151,0,Apple Braeburn,9.3755455,68.67866,1.8675976
152,0,Apple Braeburn,5.0969095,58.375263,-2.1558022
153,0,Apple Braeburn,-0.38961348,59.3937,7.962571
154,0,Apple Braeburn,-5.3574696,65.40411,-0.4144851
155,0,Apple Braeburn,1.7476287,15.168862,-16.439333
156,0,Apple Braeburn,-3.3474486,75.194374,11.6065445
157,0,Apple Braeburn,-3.3730116,86.00521,12.511518
158,0,Apple Braeburn,-7.003861,82.00407,1.9200672
159,0,Apple Braeburn,4.8010015,85.68253,2.3821964
160,0,Apple Braeburn,1.9625515,77.70213,-7.899677
161,0,Apple Braeburn,11.27224,85.2907,-10.094814
162,0,Apple Braeburn,-0.7768794,89.24446,-12.323831
163,0,Apple Braeburn,7.62211,97.47062,-10.876079
164,0,Apple Braeburn,-22.884245,-18.273071,-82.2604
165,0,Apple Braeburn,-4.5941715,103.97805,-6.824451
166,0,Apple Braeburn,-0.4508488,2.2503996,-15.42724
167,0,Apple Braeburn,-4.412341,104.56228,-17.519766
168,0,Apple Braeburn,17.790575,74.88804,-32.112854
169,0,Apple Braeburn,4.7668023,76.5801,-24.48235
170,0,Apple Braeburn,-0.7068295,84.651085,-28.21495
171,0,Apple Braeburn,10.004237,88.36577,-26.39509
172,0,Apple Braeburn,9.655784,78.60678,-41.121315
173,0,Apple Braeburn,-72.8984,-41.91253,-60.594543
174,0,Apple Braeburn,6.3273773,99.15512,-32.123554
175,0,Apple Braeburn,13.525375,61.12726,-37.657963
176,0,Apple Braeburn,16.77286,65.37677,-47.86716
177,0,Apple Braeburn,-3.318124,7.6725903,-25.67836
178,0,Apple Braeburn,21.914597,55.94962,-44.872066
179,0,Apple Braeburn,3.6710367,64.21714,-46.605923
180,0,Apple Braeburn,13.489194,46.988087,-41.247066
181,0,Apple Braeburn,15.819127,-178.49434,-40.54217
182,0,Apple Braeburn,11.389361,50.861984,-53.315914
183,0,Apple Braeburn,0.33041763,59.072796,-57.592625
184,0,Apple Braeburn,2.7460704,44.42464,-57.594166
185,0,Apple Braeburn,0.030537937,40.064026,-44.26194
186,0,Apple Braeburn,-10.731214,41.04213,-39.175247
187,0,Apple Braeburn,-9.267489,48.147743,-48.45404
188,0,Apple Braeburn,8.853059,10.881206,-27.1067
189,0,Apple Braeburn,-3.8349211,52.435802,-39.159107
190,0,Apple Braeburn,-0.5059236,45.362743,-31.220375
191,0,Apple Braeburn,-13.411484,51.35115,-25.386755
192,0,Apple Braeburn,-14.4102955,61.52813,-30.308567
193,0,Apple Braeburn,-24.186077,53.07726,-29.223001
194,0,Apple Braeburn,-20.936756,55.73104,-39.924965
195,0,Apple Braeburn,-37.371544,75.42553,-38.167694
196,0,Apple Braeburn,-33.712006,63.96948,-39.574055
197,0,Apple Braeburn,-24.657785,72.51963,-41.538372
198,0,Apple Braeburn,-27.795156,71.85378,-29.515036
199,0,Apple Braeburn,5.268596,-1.5246273,-27.557528
200,0,Apple Braeburn,-20.600592,76.51349,-46.816593
201,0,Apple Braeburn,-50.265514,64.25259,-36.248398
202,0,Apple Braeburn,-109.63973,-13.019816,-53.11552
203,0,Apple Braeburn,-38.585052,60.32554,-25.565887
204,0,Apple Braeburn,-31.08518,66.11195,-16.797035
205,0,Apple Braeburn,-41.32908,72.793236,-21.450947
206,0,Apple Braeburn,-42.344566,60.670506,-12.561624
207,0,Apple Braeburn,-52.360558,66.14193,-16.373661
208,0,Apple Braeburn,-49.896893,77.195015,-10.759625
209,0,Apple Braeburn,-38.398872,79.01457,-8.429439
210,0,Apple Braeburn,-5.090223,-2.2547078,-34.435017
211,0,Apple Braeburn,-38.25901,69.283325,-1.5603917
212,0,Apple Braeburn,-50.273476,66.88074,-1.6869586
213,0,Apple Braeburn,-46.06988,79.78494,3.6794934
214,0,Apple Braeburn,-46.44062,70.04233,10.324811
215,0,Apple Braeburn,-57.410774,74.27999,6.8806305
216,0,Apple Braeburn,-55.975513,71.980576,20.059223
217,0,Apple Braeburn,-60.156647,62.376648,9.938401
218,0,Apple Braeburn,-50.45972,58.50431,21.41702
219,0,Apple Braeburn,-49.16984,50.57875,10.284983
220,0,Apple Braeburn,-39.02842,52.55989,5.4536815
221,0,Apple Braeburn,0.18377444,8.80544,-38.358685
222,0,Apple Braeburn,-24.846987,13.299692,24.027153
223,0,Apple Braeburn,-36.74464,58.113956,15.758242
224,0,Apple Braeburn,-36.745216,46.67837,16.004084
225,0,Apple Braeburn,-42.19775,59.278053,33.774857
226,0,Apple Braeburn,-31.888258,51.22261,28.1861
227,0,Apple Braeburn,-44.100544,46.02347,27.817148
228,0,Apple Braeburn,-37.672558,46.469025,39.071938
229,0,Apple Braeburn,-34.042145,38.318764,30.893478
230,0,Apple Braeburn,-70.03561,20.526972,-121.164856
231,0,Apple Braeburn,-49.809875,38.82601,37.96351
232,0,Apple Braeburn,-37.84465,31.8534,43.59357
233,0,Apple Braeburn,6.9064612,-3.1175263,-41.611126
234,0,Apple Braeburn,-45.529327,29.397083,31.088116
235,0,Apple Braeburn,-49.748623,32.868015,17.107073
236,0,Apple Braeburn,-50.003963,21.120611,20.738403
237,0,Apple Braeburn,-41.39596,30.827759,2.706873
238,0,Apple Braeburn,-44.11451,21.893164,9.814022
239,0,Apple Braeburn,-36.36097,29.916927,15.74283
240,0,Apple Braeburn,-30.81152,20.831266,11.74815
241,0,Apple Braeburn,-37.56155,12.422212,16.539476
242,0,Apple Braeburn,-23.777529,20.447977,34.472076
243,0,Apple Braeburn,-21.947603,27.555157,21.53213
244,0,Apple Braeburn,13.971822,4.5064187,-39.033394
245,0,Apple Braeburn,-23.422722,31.57538,8.01857
246,0,Apple Braeburn,28.48953,-56.787006,52.353092
247,0,Apple Braeburn,-4.243558,-4.3262935,-75.92371
248,0,Apple Braeburn,2.0018647,-0.5448267,-83.0317
249,0,Apple Braeburn,0.9708923,8.6878805,-72.16164
250,0,Apple Braeburn,0.6580415,15.044733,-82.04977
251,0,Apple Braeburn,-9.31002,8.955758,-81.75309
252,0,Apple Braeburn,-11.62354,10.554309,-70.01606
253,0,Apple Braeburn,-5.571793,20.90679,-71.79055
254,0,Apple Braeburn,-11.815306,22.675108,-82.46163
255,0,Apple Braeburn,-21.341389,15.113656,-79.698944
256,0,Apple Braeburn,-26.314024,10.945356,-66.59998
257,0,Apple Braeburn,36.746635,-82.19086,47.013683
258,0,Apple Braeburn,-18.535994,24.009071,-69.708916
259,0,Apple Braeburn,40.652794,93.51697,-15.653346
260,0,Apple Braeburn,-25.727053,29.417206,-78.877205
261,0,Apple Braeburn,-27.20115,21.10802,-58.50498
262,0,Apple Braeburn,-33.85125,23.008368,-71.78908
263,0,Apple Braeburn,-30.21817,33.455086,-66.11831
264,0,Apple Braeburn,-41.140827,19.260807,-55.91421
265,0,Apple Braeburn,-36.165363,29.281193,-51.765503
266,0,Apple Braeburn,27.30364,63.51896,46.12427
267,0,Apple Braeburn,-46.541847,30.095205,-61.826256
268,0,Apple Braeburn,25.385828,-76.767,59.599472
269,0,Apple Braeburn,-42.906677,40.48724,-55.281208
270,0,Apple Braeburn,-54.697853,41.642857,-62.456524
271,0,Apple Braeburn,-45.38583,35.10529,-42.998272
272,0,Apple Braeburn,-53.913647,29.666433,-49.707508
273,0,Apple Braeburn,-55.259308,42.431335,-47.858997
274,0,Apple Braeburn,-64.26021,33.020706,-57.96829
275,0,Apple Braeburn,-67.50452,43.010906,-53.66943
276,0,Apple Braeburn,-58.12146,37.250015,-36.04167
277,0,Apple Braeburn,-68.87103,42.14727,-39.255013
278,0,Apple Braeburn,-67.98633,30.991537,-43.576202
279,0,Apple Braeburn,20.187462,-76.29501,50.37334
280,0,Apple Braeburn,-61.617107,24.380934,-35.643356
281,0,Apple Braeburn,-69.82682,31.73585,-30.144497
282,0,Apple Braeburn,-83.30322,27.960457,-31.02168
283,0,Apple Braeburn,-81.47197,23.943794,-42.17563
284,0,Apple Braeburn,-75.87789,17.229204,-31.581427
285,0,Apple Braeburn,-87.41023,14.841819,-35.01706
286,0,Apple Braeburn,-72.90293,13.357624,-43.863857
287,0,Apple Braeburn,-84.59755,10.125975,-46.60164
288,0,Apple Braeburn,-78.0655,3.9289036,-36.046345
289,0,Apple Braeburn,-74.257324,0.25193167,-47.89803
290,0,Apple Braeburn,27.020699,-93.24603,52.511
291,0,Apple Braeburn,121.0438,17.90541,25.141483
292,0,Apple Braeburn,-86.47283,-4.357516,-50.516506
293,0,Apple Braeburn,-90.67834,-2.8027406,-38.554123
294,0,Apple Braeburn,-79.79491,-10.942078,-40.283745
295,0,Apple Braeburn,-91.25626,-15.558187,-41.616943
296,0,Apple Braeburn,-84.22143,-21.394466,-33.036938
297,0,Apple Braeburn,-85.62504,-10.899908,-27.55066
298,0,Apple Braeburn,-95.81131,-16.923208,-29.2561
299,0,Apple Braeburn,-104.891075,-3.8301742,-25.186388
300,0,Apple Braeburn,-95.79357,-0.056832787,-19.433804
301,0,Apple Braeburn,4.856027,87.506485,-67.14351
302,0,Apple Braeburn,-102.911674,-12.270723,-16.389381
303,0,Apple Braeburn,-101.87904,-2.9668329,-8.072447
304,0,Apple Braeburn,-91.11943,-9.274174,-11.148335
305,0,Apple Braeburn,-99.35119,-15.617275,-3.6234288
306,0,Apple Braeburn,-89.9177,-21.927834,-9.231892
307,0,Apple Braeburn,-90.41741,-21.690134,3.3108497
308,0,Apple Braeburn,-82.353264,-13.804653,-1.2801278
309,0,Apple Braeburn,-83.88781,-1.4418795,-0.82215786
310,0,Apple Braeburn,-92.50094,-6.574098,6.933266
311,0,Apple Braeburn,-83.870705,-0.4771456,12.636827
312,0,Apple Braeburn,26.602798,-79.75153,37.444622
313,0,Apple Braeburn,-84.69786,-13.22059,14.645092
314,0,Apple Braeburn,-76.1822,-7.820129,21.117918
315,0,Apple Braeburn,-72.17967,-17.70897,13.574269
316,0,Apple Braeburn,-71.49698,-7.543979,7.3108563
317,0,Apple Braeburn,-68.06358,1.6252428,14.396417
318,0,Apple Braeburn,-61.791824,-8.287724,16.07918
319,0,Apple Braeburn,-62.539272,1.8360139,0.26386562
320,0,Apple Braeburn,-52.83305,-1.1006744,5.4935155
321,0,Apple Braeburn,-56.621216,-12.353435,1.7972649
322,0,Apple Braeburn,-49.722454,-5.56293,-5.9576073
323,0,Apple Braeburn,29.364609,-91.65123,35.050865
324,0,Apple Braeburn,-59.796,-2.8187141,-12.025191
325,0,Apple Braeburn,-63.64905,-14.592025,-9.420203
326,0,Apple Braeburn,18.805986,-3.1064095,-60.84695
327,0,Apple Braeburn,-51.268875,-19.05912,-10.887412
328,0,Apple Braeburn,-56.527332,-12.647459,-20.840694
329,0,Apple Braeburn,-57.170227,-24.517185,-20.960653
330,0,Apple Braeburn,-39.979443,-12.974541,-18.842783
331,0,Apple Braeburn,-44.48284,-4.8012366,-26.280865
332,0,Apple Braeburn,-48.265358,-13.807847,-33.392757
333,0,Apple Braeburn,-36.28192,-13.040133,-31.744331
334,0,Apple Braeburn,37.922764,-84.61416,30.220085
335,0,Apple Braeburn,-41.663334,-23.08453,-27.551334
336,0,Apple Braeburn,-37.66383,-17.12619,-46.725872
337,0,Apple Braeburn,-44.98027,-25.781414,-43.212975
338,0,Apple Braeburn,-14.795565,80.24662,34.068985
339,0,Apple Braeburn,-21.722128,-16.777782,-43.54173
340,0,Apple Braeburn,-30.600822,-27.762108,-37.39734
341,0,Apple Braeburn,-29.022623,-30.041512,-48.781693
342,0,Apple Braeburn,-50.986984,-45.254498,-46.566032
343,0,Apple Braeburn,-40.660137,-39.356083,-48.31426
344,0,Apple Braeburn,-44.842182,-40.915142,-36.04953
345,0,Apple Braeburn,29.544687,-77.796135,24.593262
346,0,Apple Braeburn,-33.09716,-42.574112,-35.302525
347,0,Apple Braeburn,-37.138733,-50.959187,-43.80827
348,0,Apple Braeburn,-86.22985,59.822655,-3.5923567
349,0,Apple Braeburn,-25.411047,-45.9385,-47.74266
350,0,Apple Braeburn,-24.047365,-53.2729,-38.932514
351,0,Apple Braeburn,-46.40706,-57.004635,-32.1775
352,0,Apple Braeburn,-34.393776,-58.606335,-29.032097
353,0,Apple Braeburn,-41.880043,-68.308846,-29.792917
354,0,Apple Braeburn,-35.937405,-65.669846,-39.087284
355,0,Apple Braeburn,-53.40958,-49.50052,-18.337477
356,0,Apple Braeburn,32.005383,-87.77183,19.548243
357,0,Apple Braeburn,46.915634,-55.200886,60.203373
358,0,Apple Braeburn,-52.352177,-60.39747,-15.015506
359,0,Apple Braeburn,-40.765278,-54.68848,-17.249733
360,0,Apple Braeburn,-44.9892,-50.201756,-7.6895103
361,0,Apple Braeburn,-41.847218,-67.57038,-14.825379
362,0,Apple Braeburn,-39.765106,-61.037613,-5.4574094
363,0,Apple Braeburn,-66.504875,-60.936226,4.0747848
364,0,Apple Braeburn,-54.406124,-55.044556,6.5425253
365,0,Apple Braeburn,-53.717625,-66.62799,3.5286977
366,0,Apple Braeburn,-54.673912,-63.231754,16.66015
367,0,Apple Braeburn,-55.130596,-74.72397,13.435501
368,0,Apple Braeburn,13.761698,-90.259155,39.69404
369,0,Apple Braeburn,-44.31016,-75.81117,7.50371
370,0,Apple Braeburn,-42.53997,-62.988914,11.429471
371,0,Apple Braeburn,-42.783398,-70.92814,19.948269
372,0,Apple Braeburn,-25.161766,-60.600094,5.1649504
373,0,Apple Braeburn,-25.097448,-58.276478,-6.6809053
374,0,Apple Braeburn,-28.74362,-70.58803,-1.381531
375,0,Apple Braeburn,-17.091343,-67.9595,-3.4861045
376,0,Apple Braeburn,-25.564188,-69.25648,-14.08861
377,0,Apple Braeburn,-30.005287,-80.470955,-10.99898
378,0,Apple Braeburn,-16.612562,-78.14726,-32.773075
379,0,Apple Braeburn,18.949629,-86.26051,27.079453
380,0,Apple Braeburn,-19.40838,-81.76454,-2.4853673
381,0,Apple Braeburn,-15.684911,-78.63583,-13.992303
382,0,Apple Braeburn,-15.922305,-90.27704,-12.699118
383,0,Apple Braeburn,-21.386263,-86.37967,-22.703629
384,0,Apple Braeburn,-15.031905,-67.536514,-24.088757
385,0,Apple Braeburn,-8.236559,-62.753994,-17.088266
386,0,Apple Braeburn,-2.553188,-72.36315,-15.094824
387,0,Apple Braeburn,-2.3413293,-70.26606,-26.770319
388,0,Apple Braeburn,-3.375887,-82.17138,-25.372614
389,0,Apple Braeburn,6.8425937,-81.27377,-19.714218
390,0,Apple Braeburn,19.553577,-94.506485,19.451466
391,0,Apple Braeburn,9.614598,-77.69217,-30.739197
392,0,Apple Braeburn,12.090135,-70.01262,-22.656109
393,0,Apple Braeburn,-4.002397,-54.782753,-31.217386
394,0,Apple Braeburn,4.234036,-54.805927,-38.102417
395,0,Apple Braeburn,9.91077,-53.036804,-27.939749
396,0,Apple Braeburn,5.4872637,-42.317337,-33.839172
397,0,Apple Braeburn,-2.9137383,-41.81741,-26.355167
398,0,Apple Braeburn,2.6225705,-47.393764,-17.301743
399,0,Apple Braeburn,10.754908,-39.95909,-20.570854
400,0,Apple Braeburn,3.3186815,-30.145353,-22.086824
401,0,Apple Braeburn,19.286097,-83.282036,13.578424
402,0,Apple Braeburn,5.5614758,-35.417244,-9.3970785
403,0,Apple Braeburn,-0.31073713,-24.766317,-10.792229
404,0,Apple Braeburn,41.503,-26.783419,54.0626
405,0,Apple Braeburn,-9.587045,-34.317783,-13.454682
406,0,Apple Braeburn,-6.80451,-42.779133,-4.4261484
407,0,Apple Braeburn,-7.1297393,-32.711758,0.38845062
408,0,Apple Braeburn,-18.491581,-37.03279,-3.7673595
409,0,Apple Braeburn,-17.026651,-25.000202,-3.6899931
410,0,Apple Braeburn,-18.413769,-31.392918,7.3711977
411,0,Apple Braeburn,-28.26061,-28.051361,2.601096
412,0,Apple Braeburn,14.097775,-75.79059,21.769255
413,0,Apple Braeburn,-7.0081463,-13.932665,3.2349324
414,0,Apple Braeburn,-0.04769864,-20.350723,8.191114
415,0,Apple Braeburn,-9.6788,-18.6017,13.102399
416,0,Apple Braeburn,-31.692066,-32.601055,19.294712
417,0,Apple Braeburn,-32.261963,-21.581537,18.685036
418,0,Apple Braeburn,-26.43093,-24.981096,27.351679
419,0,Apple Braeburn,-38.24276,-26.89945,29.923449
420,0,Apple Braeburn,-35.55639,-17.181232,32.417843
421,0,Apple Braeburn,4.814036,-35.22093,13.664236
422,0,Apple Braeburn,-1.557095,-30.483978,21.813192
423,0,Apple Braeburn,4.553196,-78.62356,35.112343
424,0,Apple Braeburn,-70.71967,77.42768,38.176086
425,0,Apple Braeburn,-5.7157435,-44.444828,17.14769
426,0,Apple Braeburn,-10.360638,-39.13771,26.998121
427,0,Apple Braeburn,3.5489886,-43.458923,25.684383
428,0,Apple Braeburn,27.85491,-42.521107,-38.959824
429,0,Apple Braeburn,-4.4203606,-50.189915,32.19326
430,0,Apple Braeburn,-0.77649736,-39.96461,36.981827
431,0,Apple Braeburn,-7.050202,-49.08274,49.589294
432,0,Apple Braeburn,-13.587799,-39.861435,45.650883
433,0,Apple Braeburn,-19.017979,-49.75483,43.549564
434,0,Apple Braeburn,-1.0714772,-89.3257,37.249317
435,0,Apple Braeburn,-18.571674,-48.651318,55.39534
436,0,Apple Braeburn,-27.128458,-40.235237,49.83853
437,0,Apple Braeburn,-23.44905,-37.80839,61.733963
438,0,Apple Braeburn,-19.371973,-29.679914,53.99407
439,0,Apple Braeburn,-28.12428,-5.6216145,-102.61222
440,0,Apple Braeburn,-9.544084,-37.053074,62.40954
441,0,Apple Braeburn,-14.922854,-26.41659,67.29481
442,0,Apple Braeburn,-1.646148,-27.211948,66.552055
443,0,Apple Braeburn,-4.150943,-26.439137,54.021557
444,0,Apple Braeburn,-5.48885,-16.456924,60.097305
445,0,Apple Braeburn,5.1805906,-90.8539,27.64056
446,0,Apple Braeburn,-9.63821,-110.06691,-21.333387
447,0,Apple Braeburn,7.355262,-18.767078,58.04425
448,0,Apple Braeburn,9.657131,-30.174917,56.686493
449,0,Apple Braeburn,20.85325,-21.59835,48.930058
450,0,Apple Braeburn,15.791795,-23.118765,39.109898
451,0,Apple Braeburn,23.147707,-31.884275,41.232098
452,0,Apple Braeburn,22.779396,-28.473982,30.118662
453,0,Apple Braeburn,30.965845,-21.676989,37.624428
454,0,Apple Braeburn,31.071817,-19.223745,26.701231
455,0,Apple Braeburn,37.12371,-30.480618,30.483856
456,0,Apple Braeburn,0.62198406,-79.963066,21.841764
457,0,Apple Braeburn,36.14437,-27.581272,18.48866
458,0,Apple Braeburn,44.73017,-20.941547,24.070442
459,0,Apple Braeburn,51.06325,-30.229652,28.997795
460,0,Apple Braeburn,47.63684,-35.0354,18.8806
461,0,Apple Braeburn,56.33167,-26.568874,16.388708
462,0,Apple Braeburn,60.454002,-38.282032,19.62499
463,0,Apple Braeburn,65.657364,-34.06744,9.962733
464,0,Apple Braeburn,54.91387,-37.26801,5.895748
465,0,Apple Braeburn,-34.23221,91.71108,44.261787
466,0,Apple Braeburn,63.232544,-49.026215,8.302175
