num,Number,Fruit,x,y,z
89,0,Apple Braeburn,65.86328309,135.7858996,-83.06119988
90,0,Apple Braeburn,73.79217314,138.0952039,-77.79396997
91,0,Apple Braeburn,65.57116452,129.679078,-131.4177851
92,0,Apple Braeburn,75.40542396,132.1522329,-119.8122446
93,0,Apple Braeburn,81.92279464,133.5865525,-115.0521472
94,0,Apple Braeburn,81.43876138,123.424498,-129.5788183
95,0,Apple Braeburn,87.3401328,123.6428046,-129.3606824
96,0,Apple Braeburn,97.72648572,127.4284527,-120.899752
97,0,Apple Braeburn,101.3085231,124.1488805,-76.76958039
98,0,Apple Braeburn,107.6163427,123.8588222,-71.65522831
99,0,Apple Braeburn,-80.16537346,-62.70475689,-77.31427577
100,0,Apple Braeburn,110.7985102,120.2767832,-76.59579809
101,0,Apple Braeburn,118.7555142,120.1507872,-71.87454559
102,0,Apple Braeburn,118.2858855,114.5625886,-78.38441719
103,0,Apple Braeburn,110.6183406,106.9163875,-131.6198734
104,0,Apple Braeburn,105.7942513,95.06420026,-144.7952532
105,0,Apple Braeburn,128.5635542,106.4247215,-116.7010368
106,0,Apple Braeburn,128.2787999,100.0757718,-126.4041445
107,0,Apple Braeburn,129.0410072,93.24780477,-133.4306566
108,0,Apple Braeburn,121.8466424,79.99040554,-149.0852296
109,0,Apple Braeburn,127.3217738,76.24632887,-149.1949555
110,0,Apple Braeburn,-77.27388228,-51.86376144,-83.87585302
111,0,Apple Braeburn,-34.48651261,-96.02272775,-82.07764209
112,0,Apple Braeburn,133.8202642,78.50853448,-140.6681786
113,0,Apple Braeburn,141.4664259,79.05767059,-138.1758514
114,0,Apple Braeburn,137.7798716,68.54785554,-146.1725123
115,0,Apple Braeburn,152.8286139,89.34609666,-72.04240476
116,0,Apple Braeburn,150.2594414,84.8505845,-76.91128032
117,0,Apple Braeburn,150.8866149,78.70238412,-83.36474258
118,0,Apple Braeburn,149.6799766,72.1365398,-92.1553037
119,0,Apple Braeburn,149.757957,64.9192541,-96.88318315
120,0,Apple Braeburn,149.4200246,59.32502261,-101.2510797
121,0,Apple Braeburn,160.0580976,66.33701661,-89.5234571
122,0,Apple Braeburn,-82.31815681,-56.80128743,-72.21622183
123,0,Apple Braeburn,164.2309867,68.75718787,-82.46436593
124,0,Apple Braeburn,176.5156723,67.70035182,-43.79836061
125,0,Apple Braeburn,191.4605814,58.53480044,-81.80178272
126,0,Apple Braeburn,200.566507,64.74369534,-63.29809103
127,0,Apple Braeburn,193.6016486,53.03930499,-71.87067122
128,0,Apple Braeburn,193.731204,43.14603034,-83.28801412
129,0,Apple Braeburn,186.7322896,33.67205068,-99.38437265
130,0,Apple Braeburn,193.4704291,31.0041926,-96.25501377
131,0,Apple Braeburn,203.8015389,46.06645059,-29.7886986
132,0,Apple Braeburn,202.146068,39.91108803,-34.42849896
133,0,Apple Braeburn,-82.40849915,-48.71771416,-80.60175213
134,0,Apple Braeburn,199.618775,32.42067165,-35.99212395
135,0,Apple Braeburn,195.5242057,26.70506561,-42.25073798
136,0,Apple Braeburn,194.144337,20.01745704,-48.79529806
137,0,Apple Braeburn,192.0310116,12.67623121,-58.04445887
138,0,Apple Braeburn,180.6931604,1.440163325,-104.6692742
139,0,Apple Braeburn,203.3748272,8.393957872,-21.91104115
140,0,Apple Braeburn,196.3204331,2.418249294,-26.77750568
141,0,Apple Braeburn,193.536345,-4.767345847,-34.91447925
142,0,Apple Braeburn,190.3607725,-10.49981832,-38.89729228
143,0,Apple Braeburn,179.277748,-13.69825063,-52.07184224
144,0,Apple Braeburn,-85.15120769,-45.55481548,-78.92523102
145,0,Apple Braeburn,181.2160584,-21.57293545,-54.37023641
146,0,Apple Braeburn,182.3602534,-27.28678925,-62.68088044
147,0,Apple Braeburn,179.731018,-33.96013467,-72.23330539
148,0,Apple Braeburn,191.3259953,-36.59839479,-14.40763031
149,0,Apple Braeburn,190.7306191,-44.34396113,-19.78809815
150,0,Apple Braeburn,190.394651,-53.86110777,-28.40904241
151,0,Apple Braeburn,167.5409231,-45.62385316,-54.25130418
152,0,Apple Braeburn,160.855587,-49.69575712,-64.29746338
153,0,Apple Braeburn,160.328794,-57.30055886,-81.10137123
154,0,Apple Braeburn,158.8950195,-63.54725334,-88.23439244
155,0,Apple Braeburn,-84.59013451,-45.09370997,-71.63071659
156,0,Apple Braeburn,167.6536886,-69.7909993,-23.96715368
157,0,Apple Braeburn,168.802574,-77.83932935,-24.40146277
158,0,Apple Braeburn,166.3838015,-83.73594544,-34.16310649
159,0,Apple Braeburn,163.3295841,-90.91376306,-40.55012914
160,0,Apple Braeburn,153.7181244,-91.48411215,-53.89361855
161,0,Apple Braeburn,156.2525294,-103.8704155,-63.38422471
162,0,Apple Braeburn,144.7323404,-105.8715222,-78.34772566
163,0,Apple Braeburn,145.5074605,-118.2857371,-72.76103154
164,0,Apple Braeburn,139.5330792,-123.3330262,-93.55122079
165,0,Apple Braeburn,138.1313687,-148.0512963,-107.975295
166,0,Apple Braeburn,-91.77598197,-39.21757072,-80.80051865
167,0,Apple Braeburn,126.5911142,-145.0995699,-131.7808032
168,0,Apple Braeburn,126.2555027,-98.97064864,-29.95821874
169,0,Apple Braeburn,109.6586064,-131.0657532,-54.59908854
170,0,Apple Braeburn,107.3840735,-142.3273862,-64.05266514
171,0,Apple Braeburn,102.8027181,-145.957645,-79.60335168
172,0,Apple Braeburn,117.1342669,-118.1390933,-40.67441335
173,0,Apple Braeburn,112.1292015,-121.2819326,-48.27617691
174,0,Apple Braeburn,89.01467002,-168.5133087,-109.2858955
175,0,Apple Braeburn,93.05350289,-102.1684377,-19.36605411
176,0,Apple Braeburn,89.76068346,-106.4097004,-22.10278312
177,0,Apple Braeburn,-89.36089315,-36.23059272,-74.52328749
178,0,Apple Braeburn,86.59331766,-106.003151,-25.93613624
179,0,Apple Braeburn,92.50335487,-98.32646922,-65.11811888
180,0,Apple Braeburn,81.59850718,-117.8684827,-34.57422344
181,0,Apple Braeburn,76.56584939,-113.4627178,-35.3625054
182,0,Apple Braeburn,77.45092924,-117.6503013,-41.1593665
183,0,Apple Braeburn,92.7022807,-95.33805282,-100.1267958
184,0,Apple Braeburn,76.83326099,-124.1948373,-50.15548105
185,0,Apple Braeburn,96.23734511,-82.66632538,-21.34212443
186,0,Apple Braeburn,106.3191419,-72.92240019,-11.67602218
187,0,Apple Braeburn,103.0139767,-75.42119946,-14.8658975
188,0,Apple Braeburn,-93.54785737,-40.05858865,-61.24338092
189,0,Apple Braeburn,101.4853513,-73.09920076,-20.11353315
190,0,Apple Braeburn,94.54352642,-81.73022004,-37.87620395
191,0,Apple Braeburn,87.54803978,-62.45271076,-55.19341111
192,0,Apple Braeburn,57.18375898,-47.79192833,-133.2482072
193,0,Apple Braeburn,85.5392854,-56.33067981,-67.8742404
194,0,Apple Braeburn,86.54878995,-52.58176123,-68.27306462
195,0,Apple Braeburn,66.18958643,-49.07874449,-118.7396429
196,0,Apple Braeburn,60.290118,-47.6217345,-120.9869257
197,0,Apple Braeburn,68.87980186,-44.81216733,-105.3030222
198,0,Apple Braeburn,62.72492828,-46.77274523,-114.4796205
199,0,Apple Braeburn,-95.0494109,-36.57238961,-65.35539048
200,0,Apple Braeburn,81.09757196,-56.61896251,-129.0448656
201,0,Apple Braeburn,70.5231012,-47.12564486,-93.97565495
202,0,Apple Braeburn,67.7903603,-49.47212922,-97.69588627
203,0,Apple Braeburn,63.78274533,-50.89241605,-99.67835689
204,0,Apple Braeburn,67.19976257,-55.18369838,-90.48739817
205,0,Apple Braeburn,64.139641,-62.04181681,-89.95533448
206,0,Apple Braeburn,60.96225829,-67.74682044,-95.99118414
207,0,Apple Braeburn,53.49802254,-64.69650787,-103.5236495
208,0,Apple Braeburn,56.87997023,-78.94388315,-89.06893554
209,0,Apple Braeburn,52.01151213,-82.35784406,-91.0493463
210,0,Apple Braeburn,-99.7913458,-32.35985762,-67.36606113
211,0,Apple Braeburn,50.19476212,-77.63623763,-98.77705287
212,0,Apple Braeburn,45.46303433,-83.27788742,-98.26502605
213,0,Apple Braeburn,45.39609457,-85.5386829,-109.2407329
214,0,Apple Braeburn,39.68074553,-78.70325332,-117.6341177
215,0,Apple Braeburn,39.036737,-84.43597001,-117.7530823
216,0,Apple Braeburn,36.94644563,-121.9762308,-82.12088044
217,0,Apple Braeburn,32.93553415,-91.16661739,-136.5051523
218,0,Apple Braeburn,15.80711221,-77.65067557,-128.6045024
219,0,Apple Braeburn,19.43560651,-112.9653573,-91.47502136
220,0,Apple Braeburn,16.46630062,-105.9022921,-93.83523383
221,0,Apple Braeburn,-98.72362086,-27.43010057,-70.4652663
222,0,Apple Braeburn,-42.2760396,-100.4428436,-77.35766101
223,0,Apple Braeburn,12.512232,-104.2094011,-106.563759
224,0,Apple Braeburn,7.968554033,-93.24970839,-113.3944402
225,0,Apple Braeburn,-0.853008396,-90.99921656,-128.1769132
226,0,Apple Braeburn,0.746520035,-101.8078013,-108.9399914
227,0,Apple Braeburn,-4.639405892,-99.23792425,-111.051187
228,0,Apple Braeburn,-3.913125159,-108.5358503,-99.64465645
229,0,Apple Braeburn,-9.040402211,-105.6133197,-103.3913107
230,0,Apple Braeburn,-8.950744124,-111.4676152,-93.80248373
231,0,Apple Braeburn,-12.35369209,-114.9141665,-86.41820573
232,0,Apple Braeburn,-14.4932078,-80.96497087,-126.6229974
233,0,Apple Braeburn,-87.7699217,-27.40501395,-54.83638658
234,0,Apple Braeburn,-16.20511798,-112.8924046,-79.26728605
235,0,Apple Braeburn,-25.11619276,-103.0009663,-99.36803457
236,0,Apple Braeburn,-30.21206142,-106.819509,-92.78563662
237,0,Apple Braeburn,-27.86058475,-108.5994411,-78.75783697
238,0,Apple Braeburn,-29.62139799,-106.4715725,-72.56057487
239,0,Apple Braeburn,-33.2311895,-105.8982421,-69.37768567
240,0,Apple Braeburn,-38.49856053,-102.1292533,-69.29649956
241,0,Apple Braeburn,-38.19423468,-101.3081929,-63.26284406
242,0,Apple Braeburn,-37.68826512,-88.97362417,-101.1321801
243,0,Apple Braeburn,-39.61600144,-91.44397423,-93.68494141
244,0,Apple Braeburn,-88.81364555,-22.93302968,-54.8599858
245,0,Apple Braeburn,-50.57170088,-95.10263293,-63.24415297
246,0,Apple Braeburn,27.87829317,90.88983066,170.6498803
247,0,Apple Braeburn,-43.97262318,-211.1963546,-28.69756671
248,0,Apple Braeburn,-39.71659605,-214.8843558,-21.29931575
249,0,Apple Braeburn,-51.09061935,-197.7311509,5.117062098
250,0,Apple Braeburn,-45.9508379,-195.1583838,39.55366436
251,0,Apple Braeburn,-36.68733397,-178.2585245,87.54887543
252,0,Apple Braeburn,-39.77061963,-201.1262145,29.32318001
253,0,Apple Braeburn,-24.56981763,-160.8240739,118.5061855
254,0,Apple Braeburn,-31.86329872,-201.7970045,53.81232135
255,0,Apple Braeburn,-27.48058336,-192.0560863,79.05429239
256,0,Apple Braeburn,-22.91570502,-132.4967091,160.1000601
257,0,Apple Braeburn,53.67055067,59.62612118,90.80036851
258,0,Apple Braeburn,-4.75827507,-140.009239,149.4946273
259,0,Apple Braeburn,2.234560668,-134.6076992,156.2550291
260,0,Apple Braeburn,2.812325923,-147.7893928,149.1138677
261,0,Apple Braeburn,-0.098198132,-122.1238739,175.2658135
262,0,Apple Braeburn,14.6420294,-118.7911037,171.88835
263,0,Apple Braeburn,23.64526439,-109.732569,181.6038748
264,0,Apple Braeburn,25.05190393,-96.62920745,189.9692634
265,0,Apple Braeburn,28.54274432,-86.67413661,193.3606374
266,0,Apple Braeburn,38.45612526,-81.5707782,191.4264039
267,0,Apple Braeburn,44.41145426,-86.46673826,192.9966133
268,0,Apple Braeburn,85.27743546,99.1480237,137.8994803
269,0,Apple Braeburn,52.41024472,-79.42750988,192.285233
270,0,Apple Braeburn,62.66993433,-74.0776237,169.6609917
271,0,Apple Braeburn,66.99714809,-69.89910321,192.6648761
272,0,Apple Braeburn,72.28105005,-64.05644102,187.6586835
273,0,Apple Braeburn,81.44286888,-59.82526735,188.8318224
274,0,Apple Braeburn,89.33658117,-61.35926282,164.02589
275,0,Apple Braeburn,99.82399107,-48.40720027,162.8015447
276,0,Apple Braeburn,98.38434866,-52.39379412,179.2598768
277,0,Apple Braeburn,107.9495907,-48.07295346,175.5334721
278,0,Apple Braeburn,112.9921773,-48.18823302,169.468503
279,0,Apple Braeburn,78.49808748,83.51870998,125.4427885
280,0,Apple Braeburn,120.9100212,-44.65173144,164.8737995
281,0,Apple Braeburn,124.787044,-46.23253103,161.589035
282,0,Apple Braeburn,142.8785671,-45.71509456,148.9049508
283,0,Apple Braeburn,146.5223081,-46.84571166,141.603642
284,0,Apple Braeburn,144.9980238,-52.3937514,137.1161584
285,0,Apple Braeburn,149.0468837,-54.46913547,131.588403
286,0,Apple Braeburn,149.908678,-60.39137672,127.6696194
287,0,Apple Braeburn,149.9527133,-66.18121835,123.8510867
288,0,Apple Braeburn,146.0577996,-72.76954727,119.8216668
289,0,Apple Braeburn,148.8810104,-79.06394462,115.5159407
290,0,Apple Braeburn,68.90393868,68.44885369,80.05262647
291,0,Apple Braeburn,144.4225991,-88.01998295,116.6047886
292,0,Apple Braeburn,144.8804993,-94.16732102,111.4079029
293,0,Apple Braeburn,136.2627992,-101.561605,109.4570076
294,0,Apple Braeburn,137.9312636,-106.2336064,104.0565255
295,0,Apple Braeburn,132.2341522,-111.6850513,99.70557823
296,0,Apple Braeburn,129.714758,-118.578859,95.79829556
297,0,Apple Braeburn,125.2112736,-124.5889281,92.892679
298,0,Apple Braeburn,124.5031323,-132.2392336,88.8265545
299,0,Apple Braeburn,95.03345466,-145.832588,101.5557581
300,0,Apple Braeburn,92.79053233,-151.3690273,94.4093566
301,0,Apple Braeburn,67.82978645,75.68373491,70.79165003
302,0,Apple Braeburn,86.84862393,-151.5102588,90.46437208
303,0,Apple Braeburn,86.4121471,-155.4836131,81.58217325
304,0,Apple Braeburn,75.01247272,-154.6828718,80.19962006
305,0,Apple Braeburn,75.32386536,-160.0271782,71.73871523
306,0,Apple Braeburn,68.30527179,-161.9558777,68.23843371
307,0,Apple Braeburn,63.19474862,-162.7899822,64.83466895
308,0,Apple Braeburn,55.5713322,-163.2427417,61.8377652
309,0,Apple Braeburn,51.96086973,-166.2358312,52.71024884
310,0,Apple Braeburn,44.07337244,-165.2381062,51.98555565
311,0,Apple Braeburn,38.67319472,-167.6233464,45.50874015
312,0,Apple Braeburn,72.66507907,72.75062605,71.35783736
313,0,Apple Braeburn,31.75900807,-161.5752509,53.74820755
314,0,Apple Braeburn,26.0327679,-165.301453,46.66561398
315,0,Apple Braeburn,19.41267879,-164.5688827,39.71034227
316,0,Apple Braeburn,12.72680275,-166.9848104,35.17353641
317,0,Apple Braeburn,5.337867879,-162.7171909,34.1939495
318,0,Apple Braeburn,3.077463715,-154.8083656,45.36408983
319,0,Apple Braeburn,-17.83734747,-142.1836652,56.61072741
320,0,Apple Braeburn,-23.85041181,-142.8232879,46.00659383
321,0,Apple Braeburn,-29.83694662,-136.4177001,56.26852022
322,0,Apple Braeburn,-36.15770093,-138.597635,44.23441292
323,0,Apple Braeburn,74.63738555,81.97671141,68.36845547
324,0,Apple Braeburn,-37.65381456,-129.3173435,51.14200677
325,0,Apple Braeburn,-47.04346327,-133.8316137,35.25627576
326,0,Apple Braeburn,-51.06172003,-129.0640807,37.06076081
327,0,Apple Braeburn,-50.72248132,-123.0828745,44.24953281
328,0,Apple Braeburn,-51.47940564,-115.4455728,56.78630435
329,0,Apple Braeburn,-49.47293931,-107.3885028,63.2298414
330,0,Apple Braeburn,-80.87782721,-117.0948754,36.51703413
331,0,Apple Braeburn,-73.9625779,-103.5663672,61.3665537
332,0,Apple Braeburn,-80.20407427,-105.87783,47.03245827
333,0,Apple Braeburn,-77.63782448,-99.3968154,52.39164373
334,0,Apple Braeburn,78.30205286,85.03602406,63.40267941
335,0,Apple Braeburn,-88.98969947,-105.8610774,32.36245127
336,0,Apple Braeburn,-97.69029483,-89.50288001,62.58167557
337,0,Apple Braeburn,-102.077552,-89.67863462,53.82038605
338,0,Apple Braeburn,-108.6670829,-92.81817932,29.98991783
339,0,Apple Braeburn,-110.1440215,-89.03242578,34.00918271
340,0,Apple Braeburn,-104.3021484,-80.12070124,49.82157121
341,0,Apple Braeburn,-108.6694965,-78.6950404,44.37933033
342,0,Apple Braeburn,-128.4909629,-77.21099558,60.15499816
343,0,Apple Braeburn,-133.1164277,-75.70159753,44.05346751
344,0,Apple Braeburn,-129.863721,-69.95512855,52.50079047
345,0,Apple Braeburn,81.38386019,74.59090882,66.40836642
346,0,Apple Braeburn,-135.4395319,-71.55392659,35.09923345
347,0,Apple Braeburn,-132.5519894,-63.46696809,35.24953931
348,0,Apple Braeburn,-132.0103233,-58.69006737,42.51152452
349,0,Apple Braeburn,-137.5579028,-60.85888525,23.93893028
350,0,Apple Braeburn,-138.3043137,-56.12937992,28.63859176
351,0,Apple Braeburn,-162.4046381,-57.51744988,29.8384276
352,0,Apple Braeburn,-165.1453535,-54.30545686,19.85633272
353,0,Apple Braeburn,-162.0289197,-48.0122148,23.33972711
354,0,Apple Braeburn,-161.7770426,-46.8713665,31.97823142
355,0,Apple Braeburn,-197.179179,-44.91823319,1.667367597
356,0,Apple Braeburn,85.24501599,67.94382922,71.49682845
357,0,Apple Braeburn,39.75234794,91.45582718,166.5496896
358,0,Apple Braeburn,-195.1502696,-34.93545879,5.218999979
359,0,Apple Braeburn,-194.2861107,-30.65326461,11.01870392
360,0,Apple Braeburn,-192.2205213,-27.23073794,17.75431833
361,0,Apple Braeburn,-191.3654551,-30.41017127,25.98196573
362,0,Apple Braeburn,-190.0389582,-34.80362001,37.50148048
363,0,Apple Braeburn,-273.9408242,-23.45800312,-65.79735449
364,0,Apple Braeburn,-248.8862252,-9.417113206,-25.6235752
365,0,Apple Braeburn,-246.8524197,-16.36321043,-14.54566726
366,0,Apple Braeburn,-250.9637221,-8.275156177,-6.286098635
367,0,Apple Braeburn,-245.37166,-17.06334182,7.011397116
368,0,Apple Braeburn,104.5922273,96.82402652,103.8345046
369,0,Apple Braeburn,-251.7477604,-24.11956887,12.39232002
370,0,Apple Braeburn,-241.2539114,-5.147890224,23.92459533
371,0,Apple Braeburn,-242.3017046,7.868482868,29.49548719
372,0,Apple Braeburn,-177.6828168,-27.11728696,74.84839763
373,0,Apple Braeburn,-182.1066313,-19.28232837,66.32649339
374,0,Apple Braeburn,-175.155399,-15.8307761,70.46643304
375,0,Apple Braeburn,-181.3565198,-3.177852237,50.97311564
376,0,Apple Braeburn,-179.6378134,-2.45882228,57.20208672
377,0,Apple Braeburn,-177.423232,0.014125077,66.73076864
378,0,Apple Braeburn,-177.2858517,9.88363746,50.26330927
379,0,Apple Braeburn,98.00536589,86.00966873,60.98622398
380,0,Apple Braeburn,-174.4425496,9.018913037,69.56370814
381,0,Apple Braeburn,-177.9721308,18.40518711,60.42460408
382,0,Apple Braeburn,-181.3297337,25.74208251,63.90053569
383,0,Apple Braeburn,-186.3928928,33.41181949,53.25074007
384,0,Apple Braeburn,-146.6340835,0.870259976,77.20014374
385,0,Apple Braeburn,-144.7384243,1.892027129,84.32874548
386,0,Apple Braeburn,-144.7005422,5.294813308,92.25228051
387,0,Apple Braeburn,-148.5969014,17.03521587,89.51678142
388,0,Apple Braeburn,-151.5403888,19.5540548,104.3881443
389,0,Apple Braeburn,-141.6452753,11.21635593,113.2632632
390,0,Apple Braeburn,96.98073825,90.77952999,57.33817866
391,0,Apple Braeburn,-139.886972,15.16697413,123.9530349
392,0,Apple Braeburn,-134.1614754,13.62446287,122.388983
393,0,Apple Braeburn,-115.269192,8.83495333,90.16357769
394,0,Apple Braeburn,-108.017148,9.680478267,98.99274452
395,0,Apple Braeburn,-104.2503331,15.68977246,106.7738717
396,0,Apple Braeburn,-99.29885668,15.68643118,96.26028783
397,0,Apple Braeburn,-106.0812844,22.56734241,87.57972497
398,0,Apple Braeburn,-100.1572647,23.79870878,89.16236383
399,0,Apple Braeburn,-105.1672793,32.17716549,75.81992135
400,0,Apple Braeburn,-100.3126135,37.11694867,75.1338336
401,0,Apple Braeburn,105.9309387,93.9610058,58.38913537
402,0,Apple Braeburn,-89.88443814,34.71889577,83.37606263
403,0,Apple Braeburn,-84.39843083,38.29499471,91.73488516
404,0,Apple Braeburn,-89.225402,44.5033513,79.35463932
405,0,Apple Braeburn,-83.78984981,46.8886264,88.30183201
406,0,Apple Braeburn,-91.25861532,56.0892115,80.69592419
407,0,Apple Braeburn,-86.03939451,59.92634428,77.08111979
408,0,Apple Braeburn,-84.86841317,62.98441984,84.67039535
409,0,Apple Braeburn,-82.34280611,66.05413018,89.71685298
410,0,Apple Braeburn,-90.24135571,74.6629142,87.22179797
411,0,Apple Braeburn,-88.42248914,74.23987422,106.1222943
412,0,Apple Braeburn,108.2696053,84.35636724,61.58775047
413,0,Apple Braeburn,-117.7649519,77.53464786,61.91865517
414,0,Apple Braeburn,-111.3001482,78.48690344,67.56035491
415,0,Apple Braeburn,-109.8805811,83.23011037,71.02238214
416,0,Apple Braeburn,-99.0310119,96.95316707,122.5683521
417,0,Apple Braeburn,-100.0170257,97.74206372,127.5725904
418,0,Apple Braeburn,-106.0378431,109.2941348,123.8718943
419,0,Apple Braeburn,-103.1111173,100.6902934,146.0477011
420,0,Apple Braeburn,-113.0803775,124.9450047,132.4747901
421,0,Apple Braeburn,-109.2876088,73.81093879,29.76253303
422,0,Apple Braeburn,-100.7337696,76.31868198,34.19512568
423,0,Apple Braeburn,131.6333398,109.4323942,98.60413184
424,0,Apple Braeburn,-110.0205107,82.48598238,28.12238561
425,0,Apple Braeburn,-101.5980242,87.36347272,35.62496372
426,0,Apple Braeburn,-104.4293255,92.47070018,32.41465935
427,0,Apple Braeburn,-90.55370357,91.77345103,40.56972654
428,0,Apple Braeburn,-95.97361783,98.60407933,37.71179232
